Offense_Code,Offense_Category,Description,Police_District,Beat,Occurence_Date
7000,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,2021/05/08 21:41:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,2021/07/04 13:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,2021/05/10 08:24:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6B,2021/07/04 01:00:00+00
5499,TRAFFIC OFFENS,23103(B)RECKLESS-OFFSTREET/PKG,6,6B,2021/07/04 03:43:00+00
5499,TRAFFIC OFFENS,23103(B)RECKLESS-OFFSTREET/PKG,6,6B,2021/07/04 04:29:00+00
5213,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,1,1B,2021/07/04 08:49:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,4,4A,2021/05/10 09:01:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,2021/05/11 00:00:00+00
7000,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,2021/05/11 00:02:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,2021/06/19 19:00:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6C,2021/07/04 00:49:00+00
2304,LARCENY,487(A) GRAND THEFT-AUTO PARTS,1,1B,2021/07/01 03:20:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5C,2021/07/02 17:22:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1B,2021/07/02 17:07:00+00
2304,LARCENY,487(A) GRAND THEFT-AUTO PARTS,1,1B,2021/07/02 06:30:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2A,2021/07/02 18:17:00+00
2304,LARCENY,487(A) GRAND THEFT-AUTO PARTS,1,1A,2021/07/02 07:10:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3A,2021/01/08 08:00:00+00
2304,LARCENY,487(A) GRAND THEFT-AUTO PARTS,6,6E,2021/06/23 07:00:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,2021/07/03 17:14:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,2021/06/27 00:15:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,2021/07/04 11:58:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5A,2021/07/03 16:57:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1A,2021/07/04 00:46:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,2021/07/02 04:00:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6E,2021/07/03 18:36:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,2021/07/04 05:00:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3A,2021/07/04 15:52:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,2021/07/03 15:59:00+00
5212,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,1,1B,2021/07/03 13:00:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3A,2021/06/25 06:58:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6A,2021/07/03 13:53:00+00
2301,LARCENY,487(C) GRAND THEFT-PERS <$950,3,3B,2021/07/03 07:43:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,2021/07/04 05:49:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3A,2021/07/03 00:16:00+00
1299,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1C,2021/07/03 05:21:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,2021/06/30 07:00:00+00
5311,DISORDERLY,647(F) PC PUB INTOX-DETOX ONLY,3,3A,2021/07/03 20:09:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2C,2021/07/03 22:00:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1A,2021/07/04 00:27:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4A,2021/07/01 21:00:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4A,2021/07/01 23:03:00+00
5213,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,5,5A,2021/07/02 07:22:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5C,2021/07/02 05:00:00+00
5212,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,6,6A,2021/07/04 03:36:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,2021/07/03 20:00:00+00
2399,GRAND THEFT,487H(A) PC GRAND THEFT-BOAT,2,2C,2021/07/03 20:00:00+00
1299,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1C,2021/07/02 00:32:00+00
1315,AGG ASSAULT,245(A)(2) AWDW-FIREARM,1,1B,2021/07/03 05:58:00+00
5212,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,3,3B,2021/07/04 04:56:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1A,2021/07/03 15:00:00+00
2399,GRAND THEFT,487H(A) PC GRAND THEFT-BOAT,2,2C,2021/07/03 20:00:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3B,2021/07/05 00:00:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5C,2021/07/03 21:14:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,2021/07/04 02:00:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,2021/07/03 05:30:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5B,2021/07/04 04:44:00+00
7399,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,5,5B,2021/07/03 18:55:00+00
5499,TRAFFIC OFFENS,23103(B)RECKLESS-OFFSTREET/PKG,6,6B,2021/07/04 04:34:00+00
5202,WEAPON OFFENSE,25400(A)(2) CCW ON PERSON-FEL,2,2A,2021/07/03 09:11:00+00
5202,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-FEL,UI,UI,2021/07/04 07:46:00+00
5404,TRAFFIC,23152(A) DUI ALCOHOL,2,2A,2021/07/03 03:21:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4A,2021/07/03 15:42:00+00
3571,NARCOTICS,11378 HS POSS/SALE AMPHETAMINE,1,1C,2021/07/01 22:19:00+00
5212,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,UI,UI,2021/07/05 02:45:00+00
5404,TRAFFIC,23152(G) DUI DRUGS & ALCOHOL,4,4B,2021/07/05 00:20:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4B,2021/06/30 21:57:00+00
3512,DANGEROUS DRUG,DRUG-HEROIN-POSS,3,3B,2021/06/20 19:35:00+00
5707,PRIVACY,602 PC TRESPASS,3,3B,2021/07/03 08:33:00+00
3522,NARCOTIC,11351 HS POSS/SALE OPIATE/NARC,5,5A,2021/07/02 22:16:00+00
3562,NARCOTICS,11357(A) POSS CONCENTR CANNAB,6,6A,2021/07/05 06:48:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2B,2021/07/04 07:30:00+00
5499,TRAFFIC OFFENS,23103(B)RECKLESS-OFFSTREET/PKG,1,1C,2021/07/04 23:56:00+00
3599,NARCOTICS,11350(A) POSS CONTROLLED SUBST,1,1B,2021/07/05 04:37:00+00
3599,NARCOTICS,11350(A) POSS CONTROLLED SUBST,3,3M,2021/07/04 21:39:00+00
5212,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,2,2A,2021/07/05 03:26:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6B,2021/06/09 16:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,2021/07/04 01:53:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2B,2021/07/02 23:09:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1C,2021/07/02 13:16:00+00
4801,OBSTRUCTING,69 PC OBST/RESIST EXEC OFC-FEL,2,2B,2021/07/04 23:43:00+00
5499,TRAFFIC OFFENS,23103(B)RECKLESS-OFFSTREET/PKG,6,6B,2021/07/04 03:12:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,2021/06/22 03:15:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2C,2021/07/04 13:52:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4B,2021/07/05 06:41:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6B,2021/06/30 22:27:00+00
2305,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,3,3B,2021/06/20 15:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3B,2021/05/30 15:35:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,2021/05/01 07:25:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6D,2021/06/20 15:00:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3B,2021/07/05 15:16:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,2021/06/19 19:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,4,4B,2021/06/25 22:55:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,2,2C,2021/06/26 03:35:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,3,3M,2021/06/26 08:00:00+00
2399,LARCENY,484 PC PETTY THEFT,3,3M,2021/06/26 01:10:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,6,6A,2021/06/15 21:25:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5C,2021/06/25 12:00:00+00
2399,LARCENY,484 PC PETTY THEFT,4,4B,2021/06/25 07:30:00+00
2299,BURGLARY,459 PC BURG VEHICLE,1,1A,2021/06/28 03:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,2021/07/05 04:00:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,3,3A,2021/06/28 22:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,2021/07/02 19:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3M,2021/06/27 05:20:00+00
2399,LARCENY,484 PC PETTY THEFT,5,5C,2021/06/29 07:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,5,5B,2021/06/28 11:43:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6E,2021/06/28 10:20:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6B,2021/06/12 02:00:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5A,2021/06/29 04:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,6,6B,2021/06/23 06:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,6,6B,2021/06/29 05:00:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6E,2021/06/28 14:10:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,2021/07/01 22:00:00+00
5005,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,4,4C,2021/06/24 05:52:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1B,2021/07/01 10:20:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5B,2021/07/01 06:25:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,2021/07/05 15:30:00+00
2399,LARCENY,484 PC PETTY THEFT,2,2C,2021/05/29 00:30:00+00
5401,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,3,3B,2021/07/03 08:56:00+00
2310,LARCENY,1708 US THEFT OF MAIL,5,5A,2021/05/17 19:00:00+00
2399,LARCENY,484 PC PETTY THEFT,6,6A,2021/06/26 20:00:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2A,2021/07/01 13:15:00+00
2999,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,3,3M,2021/07/01 10:16:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4C,2021/07/03 17:30:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2C,2021/07/02 01:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2A,2021/07/02 19:25:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3B,2021/06/15 07:10:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4C,2021/06/30 00:00:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,3,3B,2021/06/21 11:40:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,2,2C,2021/06/13 00:00:00+00
2310,LARCENY,1708 US THEFT OF MAIL,1,1B,2021/06/23 05:00:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,3,3A,2021/06/30 04:44:00+00
2399,LARCENY,487(A) GRAND THFT-RECYCL METAL,1,1A,2021/07/02 20:12:00+00
2399,LARCENY,484 PC PETTY THFT-RECYCL METAL,4,4C,2021/07/01 07:00:00+00
2399,LARCENY,484 PC PETTY THFT-RECYCL METAL,4,4A,2021/07/02 04:00:00+00
2399,LARCENY,484 PC PETTY THFT-RECYCL METAL,4,4C,2021/06/02 08:15:00+00
2399,LARCENY,484 PC PETTY THFT-RECYCL METAL,1,1C,2021/07/03 07:00:00+00
2204,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3A,2021/06/26 18:00:00+00
2399,LARCENY,484 PC PETTY THFT-RECYCL METAL,5,5B,2021/07/04 00:00:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4C,2021/06/28 09:00:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,3,3A,2021/06/30 01:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3B,2021/06/28 19:55:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6B,2021/06/07 07:00:00+00
2202,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2A,2021/06/28 07:10:00+00
2299,BURGLARY,459 PC BURG VEHICLE,4,4A,2021/07/02 02:32:00+00
2299,BURGLARY,459 PC BURG VEHICLE,3,3B,2021/06/30 08:00:00+00
1399,BATTERY,243(D) BATTERY CIVILIAN W/INJ,3,3M,2021/07/04 07:40:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4C,2021/06/08 04:55:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6C,2021/06/13 19:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,2021/07/03 23:00:00+00
5499,TRAFFIC OFFENS,23103(B)RECKLESS-OFFSTREET/PKG,UI,UI,2021/07/04 04:28:00+00
5212,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,4,4B,2021/07/05 02:37:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,5,5C,2021/06/20 19:30:00+00
5213,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,3,3A,2021/07/05 04:28:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5B,2021/07/01 18:39:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,2021/05/25 19:15:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,2021/07/05 11:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6E,2021/07/05 14:33:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,2021/07/05 06:30:00+00
2299,BURGLARY,459 PC BURG VEHICLE,6,6C,2021/07/05 06:00:00+00
5213,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,6,6A,2021/07/05 09:06:00+00
1313,ASSAULT,240 PC ASSAULT/SIMPLE-CIVILIAN,3,3A,2021/07/05 21:45:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,1,1C,2021/07/05 16:04:00+00
3599,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,2021/07/05 16:41:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4C,2021/07/05 18:51:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6A,2021/07/04 03:56:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1C,2021/07/04 20:06:00+00
2302,LARCENY,484 PETTY THEFT-PURSE SNATCH,2,2C,2021/07/04 20:23:00+00
1211,ROBBERY,211 PC ROBBERY-BANK,1,1B,2021/07/05 20:08:00+00
1211,ROBBERY,211 PC ROBBERY-BANK,1,1B,2021/07/05 19:27:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6A,2021/07/05 19:50:00+00
4199,ALCOHOL,25620 BP OPEN CONTNR IN PARK,4,4A,2021/07/05 20:31:00+00
3599,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2B,2021/07/06 01:51:00+00
5499,TRAFFIC,OPEN CONTAINER VIOLATIONS-CVC,1,1A,2021/07/04 22:48:00+00
2304,LARCENY,484 PC PETTY THEFT AUTO PART,2,2C,2021/07/06 01:02:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,2,2A,2021/07/05 17:00:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6C,2021/07/05 22:26:00+00
5404,TRAFFIC,23152(G) DUI DRUGS & ALCOHOL,2,2A,2021/07/06 04:38:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3M,2021/07/06 04:01:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5C,2021/07/04 21:57:00+00
1315,AGG ASSAULT,245(A)(2) AWDW-FIREARM,6,6A,2021/07/02 10:09:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,2021/06/19 17:27:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,2021/06/10 07:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,2021/07/06 01:15:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,2021/07/06 02:02:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,2021/07/03 21:30:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,2021/07/05 16:15:00+00
2404,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,2021/07/05 22:08:00+00
2399,LARCENY,368(D) THEFT-ELDER <$950,1,1B,2021/07/05 06:46:00+00
5299,WEAPON OFFENSE,22810(G)(1) ILL USE TEARGAS,2,2A,2021/07/04 09:25:00+00
5005,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,4,4B,2021/07/03 16:44:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,2021/07/06 04:00:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,6,6C,2021/07/04 21:50:00+00
2305,LARCENY,487(A) GRAND THEFT-CLOUT-UNLOC,6,6D,2021/07/04 07:00:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,2021/07/05 23:00:00+00
5212,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,5,5C,2021/07/06 02:09:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,2021/07/06 06:15:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5B,2021/07/05 18:16:00+00
2605,THEFT,484G PC THEFT BY CREDIT CARD,5,5A,2021/07/06 00:04:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-M,2,2A,2021/07/06 03:00:00+00
5404,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,5,5B,2021/07/05 19:28:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3M,2021/06/03 18:59:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,2021/06/11 23:29:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1A,2021/06/29 15:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,2021/06/15 00:26:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4B,2021/07/06 07:53:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6E,2021/06/04 10:00:00+00
2299,BURGLARY,459 PC BURG VEHICLE,4,4B,2021/07/06 14:00:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,2021/06/21 01:43:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,2021/06/25 01:39:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,2021/06/26 00:25:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1B,2021/07/04 21:30:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,2021/07/02 22:59:00+00
2999,VANDALISM,594(A)(2) VANDALISM-DAMAGE,3,3A,2021/07/05 04:47:00+00
1203,ROBBERY,211 PC ROBBERY-SHOPLIFT,5,5C,2021/07/05 14:40:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,2021/07/01 22:54:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,1,1B,2021/07/06 07:54:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6B,2021/06/28 01:19:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6E,2021/06/30 13:20:00+00
5400,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,2021/07/01 18:25:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,2021/07/02 19:00:00+00
5401,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,1,1B,2021/07/01 20:13:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,1,1A,2021/07/05 00:40:00+00
5401,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2A,2021/07/02 03:45:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1B,2021/07/05 05:00:00+00
2099,ARSON,451(C) PC ARSON STRUC/LAND,1,1A,2021/07/06 18:07:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,2,2A,2021/07/05 06:08:00+00
2299,BURGLARY,459 PC BURG VEHICLE,5,5C,2021/07/06 04:30:00+00
2604,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,1,1A,2021/07/06 15:00:00+00
1399,BATTERY,243(D) BATTERY CIVILIAN W/INJ,2,2A,2021/07/03 23:07:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,1,1C,2021/07/06 06:30:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3A,2021/07/06 05:30:00+00
2399,LARCENY,484 PETTY THEFT/LICENSE PLATE,2,2C,2021/07/03 21:30:00+00
1210,ROBBERY,211 PC ROBBERY-PURSE SNATCH,2,2A,2021/07/03 00:17:00+00
1210,ROBBERY,211 PC ROBBERY-PURSE SNATCH,2,2B,2021/07/03 21:17:00+00
7000,IMPOUND,IMPOUNDED VEHICLE,1,1C,2021/07/05 22:10:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6C,2021/07/06 17:12:00+00
3599,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,2,2C,2021/07/06 20:11:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,3,3M,2021/06/16 21:30:00+00
5212,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,3,3A,2021/07/06 09:07:00+00
5404,TRAFFIC,23152(A) DUI ALCOHOL,5,5C,2021/07/06 02:32:00+00
7399,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3A,2021/07/07 01:09:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2A,2021/07/07 00:17:00+00
5499,TRAFFIC,23103(A) RECKLESS ON HIGHWAY,1,1A,2021/07/06 04:26:00+00
3599,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2C,2021/07/06 19:55:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,3,3B,2021/07/06 03:42:00+00
5212,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-F,2,2C,2021/07/07 06:09:00+00
3532,NARCOTICS,11351.5 HS POSS SALE RCK COCAI,5,5B,2021/07/07 02:43:00+00
5202,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-FEL,2,2C,2021/07/06 23:01:00+00
2299,BURGLARY,459 PC BURG VEHICLE,2,2C,2021/06/25 23:54:00+00
5213,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-M,6,6B,2021/07/02 06:39:00+00
2999,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5A,2021/07/02 17:45:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,2,2B,2021/07/02 20:13:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,1,1B,2021/07/03 00:12:00+00
5212,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,2,2A,2021/07/03 19:56:00+00
1299,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3M,2021/07/04 00:43:00+00
2205,BURGLARY,459 PC BURG BUSINESS-NO FORCE,2,2C,2021/06/18 15:00:00+00
2203,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,2021/07/03 06:00:00+00
2303,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,2021/06/30 07:00:00+00
2304,LARCENY,487(A) GRAND THEFT-AUTO PARTS,6,6C,2021/07/02 00:00:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,2,2A,2021/07/03 22:49:00+00
5213,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,5,5B,2021/07/04 07:06:00+00
5213,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,2,2A,2021/07/04 11:04:00+00
2404,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,2021/07/04 13:39:00+00
1315,AGG ASSAULT,245(A)(2) AWDW-FIREARM,6,6A,2021/07/05 01:53:00+00
1313,BATTERY,242 PC BATTERY CIVILIAN,1,1A,2021/07/05 04:38:00+00
1315,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1A,2021/07/05 05:00:00+00
2999,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6B,2021/07/05 05:16:00+00
5213,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,2,2B,2021/07/05 00:00:00+00
1315,AGG ASSAULT,245(A)(2) AWDW-FIREARM,5,5B,2021/07/05 05:35:00+00
1315,AGG ASSAULT,245(A)(2) AWDW-FIREARM,1,1B,2021/07/05 07:16:00+00
